Age ,Q6,Q4,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q25_8,Q25_9,Q25_10,Q25_11,Q25_12,Q25_13,Q25_14,Q25_15,Q25_16,Q25_17,Q25_18,Q25_19,Q25_20,Q25_21,Q25_22,Q25_23,Q25_24,Q25_25,Q25_26,Q25_27,Q25_28,DES time_Page Submit,DES_score,CODE,age,gender,PCSscore,1handlowersubj,2handtogethersubj,3mosquitosubj,4TasteAverage,5rigidsubj,6immobilizationsubj,7musicsubj,8ballssubj,9amnesiasubj,10spaceGeoMean,10spacebarsubj1,10spacebarsubj2,4Tastesweetsubj,4Tastesoursubj
18,Woman,1,5,9,1,0,3,0,4,0,1,8,10,9,9,10,10,3,10,10,4,10,5,10,5,9,2,1,6,3,146.355,5.607142857,46,18,Woman,1.723205081,5,4,0,0.5,4,1,0,0,1,1.732050808,3,1,1,0
19,Woman,1,7,9,6,2,2,2,2,2,1,3,2,1,0,3,4,4,5,4,7,9,9,5,5,7,5,2,3,2,152.422,4.035714286,533,18,Woman,1.7,2,2,3,2,2,3,0,0,3,0,0,1,2,2
19,Woman,1,2,8,5,0,2,0,0,0,0,7,0,4,6,9,6,0,0,5,9,8,9,0,0,8,0,0,2,0,161.027,3.214285714,348,19,Woman,1.65,4,3,0,1.5,5,3,0,0,0,0,0,5,2,1
19,Woman,1,8,9,6,6,6,7,5,3,2,6,6,6,3,5,7,8,8,9,6,9,10,8,7,8,8,4,6,1,186.916,6.321428571,163,18,Woman,1.7,4,4,0,2,3,3,0,0,1,0,5,0,2,2
18,Woman,1,2,7,1,1,5,6,4,0,6,1,5,1,6,1,10,7,5,9,6,6,10,8,2,6,1,0,0,5,175.667,4.321428571,266,18,Woman,1.7,3,5,2,0,4,3,0,0,0,0,5,0,0,0
19,Other,1,9,8,6,2,8,4,2,2,4,4,2,3,1,0,5,3,3,2,8,5,8,6,5,8,5,4,9,1,211.236,4.535714286,853,19,Non-binary,1.65,4,5,0,0.5,2,2,0,0,3,0,5,0,0,1
19,Woman,1,7,3,0,0,1,1,2,0,1,1,1,0,0,2,5,5,6,5,2,5,10,6,3,3,2,3,0,0,208.464,2.642857143,539,19,Woman,1.7,4,3,1,2,2,0,0,0,3,2,1,4,2,2
27,Man,1,7,7,2,1,0,0,0,0,4,0,0,0,0,0,3,0,5,0,6,6,1,4,7,5,1,0,0,0,243.811,2.107142857,836,27,Man,1.7,4,3,2,4,2,2,0,0,0,0,0,0,4,4
19,Woman,1,9,6,0,0,0,0,0,0,0,8,0,0,4,0,6,0,0,0,0,0,8,5,0,7,1,0,1,0,250.37,1.964285714,583,18,Woman,1.7,3,4,0,2,3,2,0,2,1,0,4,0,4,0
19,Woman,1,4,6,1,1,5,1,0,1,0,4,0,0,0,5,6,4,1,1,3,6,1,3,3,6,4,2,2,1,255.181,2.535714286,679,18,Woman,1.7,4,3,1,2,3,3,0,0,1,0,0,4,2,2
29,Woman,1,1,5,0,0,0,0,0,0,0,0,0,1,1,1,2,0,1,2,2,3,6,3,0,2,0,0,3,1,243.392,1.214285714,775,28,Woman,1.7,4,3,2,0,5,3,0,0,0,0,0,0,0,0
19,Woman,1,2,6,0,0,1,1,1,0,0,2,1,3,1,7,7,3,5,5,8,4,5,6,4,3,1,3,5,4,270.598,3.142857143,71,19,Woman,1.7,4,5,1,1,2,3,0,0,1,0,4,0,1,1
18,Woman,1,1,3,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,1,0,249.911,0.464285714,461,18,Woman,1.65,3,2,3,1.5,3,4,0,0,0,0,0,0,1,2
18,Woman,1,5,6,3,1,1,2,3,1,0,4,2,2,2,2,5,3,3,1,4,4,7,7,7,4,3,0,1,2,285.488,3.035714286,330,18,Woman,1.65,3,3,1,1.5,3,4,0,0,1,0,0,0,2,1
19,Woman,1,6,7,8,1,3,0,0,2,4,4,5,8,3,10,7,9,2,9,10,5,4,6,6,9,0,0,3,0,266.4,4.678571429,493,18,Woman,1.7,3,5,1,1,2,0,0,0,3,2,4,1,0,2
27,Woman,1,2,3,1,0,1,0,1,0,0,0,1,0,2,3,1,1,0,1,3,1,7,3,4,2,0,0,0,0,283.002,1.321428571,123,27,Woman,1.7,4,4,0,1,3,2,0,0,3,0,0,3,0,2
19,Man,1,0,3,1,0,0,3,0,0,2,7,0,0,0,2,1,2,4,3,4,4,0,8,7,1,4,1,0,0,288.003,2.035714286,345,19,Man,1.7,2,3,0,0,4,5,0,0,3,0,5,0,0,0
19,Woman,1,1,2,0,0,1,0,0,0,1,0,0,1,0,1,2,0,0,1,0,2,9,3,1,1,0,2,0,1,256.332,1.035714286,327,19,Woman,1.7,5,4,0,0,5,3,0,0,0,0,5,0,0,0
19,Woman,1,1,9,6,3,2,0,0,6,6,8,3,0,1,6,9,7,6,3,8,8,7,6,2,5,3,4,4,2,255.242,4.464285714,460,18,Woman,1.65,4,3,1,0.5,4,2,0,0,2,0,5,0,0,1
19,Woman,1,4,6,2,1,4,3,0,0,0,2,3,0,4,5,4,2,2,0,3,5,6,2,1,1,0,0,0,0,306.916,2.142857143,472,18,Woman,1.65,2,3,1,1.5,4,3,0,0,2,0,0,3,1,2
20,Woman,1,3,4,2,3,1,0,0,0,0,1,1,0,0,2,3,3,2,2,2,1,1,3,2,2,1,2,0,1,286.934,1.5,865,19,Woman,1.673,3,3,1,2,3,2,0,0,1,1.73,3,1,2,2
19,Woman,1,8,6,1,2,2,1,3,0,0,2,3,2,1,1,2,1,0,1,2,3,5,3,1,3,1,1,0,0,306.19,1.964285714,405,19,Woman,1.65,4,2,1,1.5,3,2,0,0,3,0,5,0,0,3
18,Woman,1,0,3,0,0,2,2,0,0,1,1,2,5,2,2,2,2,4,3,0,0,5,8,8,0,0,2,0,0,379.91,1.928571429,271,18,Woman,1.65,4,4,0,3.5,3,2,0,0,0,0,0,0,2,5
19,Woman,1,5,6,3,2,3,4,4,2,4,1,5,5,6,4,4,6,5,5,4,5,7,6,3,4,4,5,3,3,354.857,4.214285714,720,18,Woman,1.7,4,4,1,0,4,3,0,0,1,0,0,1,0,0
19,Woman,1,7,8,3,1,1,1,1,0,1,2,1,1,1,2,2,1,3,3,2,3,3,2,2,2,3,1,1,1,559.143,2.107142857,824,18,Woman,1.65,4,3,1,1.5,3,1,2,0,1,0,0,1,1,2
19,Other,1,1,2,1,0,1,0,1,0,0,1,1,0,2,0,1,0,2,0,2,1,8,4,1,1,0,0,4,1,354.416,1.25,201,19,Non-binary,1.747213596,3,1,3,3,0,0,0,0,3,4.472135955,5,4,3,3
19,Woman,1,8,8,4,0,4,2,0,0,2,1,1,1,0,4,5,6,3,0,2,1,2,5,1,2,2,0,1,0,462.331,2.321428571,557,18,Woman,1.7,4,2,0,1,3,2,0,0,5,0,0,0,1,1
20,Woman,1,0,4,1,0,0,0,1,0,4,1,0,0,0,0,1,0,4,0,1,8,6,7,3,0,6,3,3,1,1178.778,1.928571429,642,19,Woman,1.724,4,2,1,1,3,3,0,0,1,2.24,5,1,1,1
18,Woman,1,3,8,2,0,1,1,0,0,1,3,0,3,2,5,2,3,8,6,3,6,9,4,3,4,2,1,6,0,271.856,3.071428571,120,18,Woman,1.65,4,2,0,2.5,3,3,0,0,2,0,0,0,3,2
19,Woman,1,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,104.355,0.464285714,725,18,Woman,1.8,3,2,0,1,2,3,0,5,2,0,0,0,1,1
19,Woman,1,0,4,1,0,2,3,0,0,0,0,0,0,0,0,2,0,3,0,4,3,5,0,1,3,0,2,0,0,141.504,1.178571429,796,18,Woman,1.75,3,2,0,0.5,4,1,0,2,3,2,1,4,1,0
19,Woman,1,2,7,6,6,2,4,8,1,3,6,2,3,2,5,6,3,4,7,4,5,6,2,2,2,1,4,2,6,143.759,3.964285714,180,19,Woman,1.8,5,3,1,2,4,3,0,0,0,0,4,0,2,2
25,Man,1,1,1,0,0,2,1,9,1,1,3,1,6,3,4,3,5,0,3,4,6,2,4,5,5,4,0,0,3,175.13,2.75,618,24,Man,1.75,4,3,4,0.5,2,3,0,0,1,0,5,0,1,0
18,Man,1,2,1,0,0,0,0,0,0,3,7,0,0,0,0,2,0,1,0,0,0,4,0,3,2,1,0,0,0,189.162,0.928571429,83,18,Man,1.8,5,5,0,0,4,3,1,0,0,0,5,0,0,0
19,Man,1,0,3,0,0,1,0,0,0,0,1,0,0,1,1,0,1,3,0,1,2,0,0,0,1,0,1,0,0,160.68,0.571428571,771,18,Man,1.8,2,3,2,3,4,2,0,0,2,0,0,0,3,3
20,Woman,1,7,7,1,2,10,10,2,3,1,3,10,8,8,8,10,2,9,1,9,10,10,10,4,1,2,2,6,0,183.116,5.571428571,737,19,Woman,1.8,5,5,0,0,2,4,0,0,2,0,0,1,0,0
20,Woman,1,0,2,0,0,0,0,1,0,0,1,0,0,1,0,2,0,0,1,0,2,2,1,0,1,0,0,0,0,192.199,0.5,332,20,Woman,1.8,4,3,2,2,3,3,1,0,0,0,0,4,1,3
19,Woman,1,8,7,3,3,6,7,8,1,9,7,9,2,6,4,10,4,2,1,4,5,3,8,6,7,3,0,3,4,201.974,5,487,18,Woman,1.816,5,3,0,2,2,0,0,0,3,3.16,5,2,1,3
18,Woman,1,4,7,1,0,3,0,0,1,0,6,3,1,0,3,5,0,3,1,2,2,7,3,6,4,3,0,0,0,210.802,2.321428571,43,18,Woman,1.846410162,4,3,0,3,3,1,0,0,1,3.464101615,4,3,2,4
18,Woman,1,2,4,1,0,1,1,2,1,1,1,1,2,0,3,2,2,2,3,3,3,1,1,1,2,1,1,2,0,214.853,1.571428571,830,18,Woman,1.75,3,1,1,1.5,4,3,0,0,4,0,0,5,2,1
20,Woman,1,8,3,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,2,2,0,1,1,1,0,0,0,218.383,0.928571429,900,19,Woman,1.75,4,1,2,0.5,4,2,0,0,4,0,5,0,0,1
19,Woman,1,2,2,1,0,0,0,1,0,0,1,0,1,0,1,3,1,2,0,1,2,1,1,1,1,1,1,0,0,217.263,0.857142857,65,19,Woman,1.75,5,2,2,0.5,2,3,0,0,3,0,5,0,0,1
18,Woman,1,6,2,0,0,0,0,0,0,0,1,1,2,2,6,8,2,7,6,2,9,8,2,3,4,0,0,3,1,216.701,2.678571429,183,18,Woman,1.8,4,2,0,0,1,4,0,5,2,0,5,0,0,0
18,Woman,1,7,6,3,0,1,0,0,0,4,0,2,2,3,0,1,2,0,3,4,0,3,7,7,4,0,0,1,0,245.258,2.142857143,354,18,Woman,1.75,4,3,1,0.5,4,2,0,0,3,0,0,3,1,0
19,Woman,1,2,3,0,1,0,1,1,0,0,1,2,1,0,1,2,2,2,1,1,1,3,4,3,1,0,0,2,1,257.849,1.285714286,874,18,Woman,1.8,3,4,0,2,4,3,1,0,1,0,0,0,3,1
19,Woman,1,3,3,1,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,1,4,0,1,4,1,0,0,0,261.296,0.857142857,84,19,Woman,1.8,4,4,1,2,2,3,0,0,2,0,3,0,2,2
18,Other,1,0,1,0,0,0,0,1,0,0,2,0,0,1,1,2,0,1,1,0,3,3,0,0,1,1,0,2,0,228.766,0.714285714,254,18,Non-binary,1.8,3,2,4,1,2,2,2,0,2,0,0,5,1,1
20,Woman,1,1,2,0,0,0,0,0,0,0,0,0,1,0,2,2,1,2,5,4,2,0,2,3,0,0,0,0,0,256.344,0.964285714,515,19,Woman,1.8,2,3,0,5,3,0,0,0,0,5,5,5,5,5
21,Man,1,3,7,0,0,0,0,7,0,2,1,0,0,3,0,3,3,2,8,2,1,6,10,5,1,2,4,10,1,260.512,2.892857143,273,20,Man,1.75,4,0,3,1.5,1,3,5,0,0,0,0,3,0,3
18,Woman,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,5,0,3,0,0,0,0,214.576,0.571428571,133,18,Woman,1.8,5,5,0,1,5,2,0,0,0,0,4,0,1,1
19,Woman,1,5,6,3,2,1,4,4,0,2,3,4,1,2,3,5,3,6,5,5,4,5,5,4,6,4,2,1,1,270.883,3.428571429,549,18,Woman,1.8,4,5,1,0,4,3,0,0,1,0,0,4,0,0
18,Woman,1,2,6,1,0,2,0,1,0,3,5,2,2,1,6,7,4,5,8,4,6,3,3,2,7,1,0,7,0,332.979,3.142857143,301,18,Woman,1.75,5,4,1,1.5,3,2,0,0,1,0,0,0,1,2
18,Woman,1,1,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,2,2,1,0,0,0,0,331.821,0.5,375,18,Woman,1.8,1,4,3,3,3,1,1,0,2,0,5,0,3,3
22,Woman,1,3,5,3,2,4,1,4,1,2,2,3,4,3,4,5,4,6,5,3,6,8,4,3,7,6,4,4,2,340.481,3.857142857,675,21,Woman,1.8,3,2,2,3,4,3,0,0,1,0,4,0,3,3
20,Woman,1,4,6,2,0,0,0,0,0,5,4,5,7,2,2,9,3,1,3,3,9,9,9,3,7,6,1,1,0,324.731,3.607142857,855,20,Woman,1.8,5,5,0,0,5,1,0,0,2,0,0,0,0,0
18,Woman,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,2,1,2,3,0,0,0,0,0,0,0,293.727,0.5,277,18,Woman,1.75,4,4,0,1.5,2,2,0,0,4,0,0,1,1,2
18,Woman,1,1,8,4,2,1,1,9,0,5,3,9,9,9,9,9,7,9,9,2,9,9,10,6,8,8,5,6,9,310.501,6.285714286,392,18,Woman,1.8,5,4,0,0,4,4,0,0,1,0,0,0,0,0
20,Woman,1,2,8,2,0,0,1,0,0,2,3,1,5,0,5,2,0,3,1,4,5,6,2,7,5,2,1,6,0,362.149,2.607142857,581,20,Woman,1.8,3,1,3,2,4,4,0,0,1,0,4,0,3,1
19,Woman,1,4,3,4,1,1,0,0,1,1,2,3,3,1,1,5,4,1,4,1,0,9,3,4,4,1,2,4,0,378.158,2.392857143,894,18,Woman,1.75,3,2,1,2.5,4,2,0,0,3,0,0,0,3,2
19,Woman,1,0,2,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,1,0,0,0,0,0,3,0,363.894,0.464285714,568,18,Woman,1.8,3,4,0,1,3,3,0,0,4,0,0,4,1,1
18,Woman,1,5,7,5,2,6,3,8,0,3,8,2,7,6,9,7,8,3,8,8,9,9,10,10,10,8,4,10,3,354.158,6.357142857,323,18,Woman,1.8,4,3,0,0,4,2,0,0,5,0,0,3,0,0
18,Woman,1,4,8,2,0,0,1,1,0,1,5,5,5,4,3,9,2,1,8,8,8,8,4,6,5,0,0,9,0,379.114,3.821428571,276,18,Woman,1.791421356,3,2,2,3.5,2,2,1,0,1,1.414213562,2,1,4,3
19,Woman,1,6,3,1,0,0,0,0,0,0,3,0,1,0,1,1,2,3,1,0,3,7,0,1,0,0,0,0,0,336,1.178571429,543,18,Woman,1.8,5,3,0,1,3,4,0,0,2,0,0,2,1,1
19,Man,1,2,8,6,6,4,4,5,1,1,7,0,4,3,5,7,3,7,6,4,7,3,7,7,7,4,6,7,3,410.361,4.785714286,377,19,Man,1.75,4,1,2,3.5,2,5,0,0,0,0,0,5,3,4
26,Woman,1,1,6,0,0,1,3,0,0,0,1,0,0,0,4,1,1,2,3,4,1,1,0,2,2,0,2,0,0,432.325,1.25,697,25,Woman,1.75,5,2,0,2.5,3,2,0,0,3,0,5,0,4,1
58,Woman,1,2,2,2,1,0,0,0,0,0,0,1,0,0,4,0,1,1,2,1,2,1,3,2,2,2,1,0,2,454.362,1.142857143,659,57,Woman,1.75,4,4,0,2.5,3,4,0,0,0,0,0,3,2,3
19,Woman,1,1,7,0,0,10,0,1,0,0,2,6,7,0,4,2,4,7,2,0,10,0,4,4,5,1,0,0,0,611.203,2.75,785,19,Woman,1.823,2,3,4,0.5,2,1,0,0,4,1.73,3,1,1,0
19,Woman,1,0,8,0,0,1,3,4,0,0,3,4,8,0,8,3,6,8,10,6,10,1,2,3,4,0,0,3,10,641.399,3.75,50,19,Woman,1.8,4,3,2,1,1,3,0,0,4,0,5,0,2,0
19,Woman,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,1,7,0,3,4,0,0,0,0,659.524,0.892857143,186,19,Woman,1.75,4,4,1,2.5,3,3,0,0,0,0,4,0,1,4
20,Woman,1,6,8,3,0,3,1,1,0,6,6,5,6,6,8,5,5,1,2,5,8,8,8,6,4,4,5,4,5,853.418,4.607142857,441,20,Woman,1.8,3,3,4,0,3,3,0,0,2,0,0,1,0,0
21,Man,1,2,9,3,0,1,1,0,1,3,7,2,1,1,1,9,4,10,10,2,8,3,8,3,8,4,1,0,8,1504.488,3.928571429,562,20,Man,1.841,3,1,0,4,5,3,0,0,1,1.41,2,1,4,4
19,Woman,1,7,7,3,1,1,3,1,0,0,2,2,3,1,3,4,4,6,6,3,7,4,2,6,2,1,1,1,3,130.589,3,574,19,Woman,1.9,4,3,4,0,5,1,0,0,2,0,0,1,0,0
18,Woman,1,7,7,3,7,4,4,6,4,8,4,7,2,8,1,8,1,8,2,7,6,5,4,4,3,7,6,3,3,47.201,4.964285714,291,18,Woman,1.891421356,3,2,0,2.5,5,4,0,0,1,1.414213562,1,2,4,1
19,Woman,1,1,8,0,0,0,0,0,0,0,3,4,1,1,3,6,1,6,5,0,10,9,5,1,1,3,0,0,2,149.858,2.5,305,18,Woman,1.85,4,3,0,1.5,3,3,0,0,2,2,1,4,3,0
20,Prefer not to say,1,6,9,3,0,0,0,1,0,2,9,1,8,2,3,2,8,8,1,1,2,1,4,1,7,1,1,0,1,169.1,2.928571429,848,19,Non-binary,1.85,2,4,0,0.5,5,3,0,0,4,0,0,2,1,0
20,Woman,1,2,9,1,0,0,2,2,0,0,0,0,0,3,10,1,9,1,2,1,7,1,3,4,3,7,5,1,3,144.315,2.75,483,19,Woman,1.9,3,3,0,4,4,3,0,0,2,0,4,0,4,4
19,Woman,1,8,4,1,2,6,0,8,0,8,3,9,9,7,7,3,5,5,8,3,8,1,7,2,8,6,0,1,7,189.097,4.857142857,708,19,Woman,1.85,4,3,0,1.5,2,3,0,0,1,4,4,4,0,3
18,Woman,1,9,9,9,3,3,6,9,2,6,9,10,10,10,10,10,10,10,10,10,9,1,10,10,10,10,10,10,1,219.916,8.071428571,167,18,Woman,1.85,4,2,0,4.5,4,0,0,0,4,0,0,0,5,4
20,Woman,1,1,3,1,0,0,0,0,0,0,1,0,1,0,1,6,1,2,3,0,2,3,3,1,2,1,0,0,0,219.395,1.142857143,430,20,Woman,1.9,4,3,1,3,4,3,0,0,1,0,0,5,2,4
18,Woman,1,0,7,0,0,0,1,1,0,2,3,0,4,1,8,8,6,1,1,3,1,3,4,0,3,0,0,2,1,215.044,2.142857143,225,18,Woman,1.9,5,2,2,0,4,2,1,0,1,2,1,4,0,0
19,Woman,1,1,4,0,0,1,0,0,0,3,1,1,3,2,1,1,1,1,0,2,4,0,1,2,1,0,0,0,1,229.988,1.107142857,506,18,Woman,1.85,3,3,1,0.5,4,4,0,0,3,0,0,5,0,1
21,Woman,1,0,6,0,0,0,0,4,0,0,2,1,6,1,2,0,0,1,0,8,3,9,2,4,0,0,0,0,0,242.981,1.75,699,20,Woman,1.85,5,5,1,1.5,2,0,0,0,4,0,0,0,0,3
18,Woman,1,7,8,1,0,1,0,4,0,9,0,1,8,5,5,10,5,4,7,5,9,7,10,9,8,4,1,0,1,241.89,4.607142857,7,19,Woman,1.9,5,4,0,0,4,5,0,0,1,0,5,0,0,0
19,Man,1,4,2,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,3,2,0,0,0,0,0,0,0,249.712,0.607142857,868,18,Man,1.9,4,4,2,3,4,1,0,0,1,0,0,0,4,2
20,Woman,1,9,7,5,0,8,0,10,0,0,7,3,3,0,4,8,6,10,8,8,9,10,8,7,8,6,1,7,3,247.249,5.535714286,414,20,Woman,1.85,5,2,0,3.5,4,3,0,0,1,0,5,0,3,4
18,Woman,1,6,8,1,0,1,0,0,0,0,0,0,0,0,7,1,0,3,9,2,2,9,5,3,2,4,1,0,0,263.488,2.285714286,275,18,Woman,1.9,2,3,0,2,4,5,0,0,3,0,0,4,1,3
18,Woman,1,2,7,1,1,1,0,1,0,0,2,0,0,0,0,3,1,2,1,2,3,6,4,3,4,4,1,0,0,279.95,1.75,344,18,Woman,1.9,4,4,1,3,3,2,0,0,2,0,0,5,1,5
21,Woman,1,5,4,1,0,1,0,1,0,4,0,2,2,1,2,2,0,2,6,1,2,4,8,4,3,2,4,1,0,287.085,2.214285714,532,20,Woman,1.85,3,4,1,1.5,5,2,0,0,2,0,0,1,1,2
19,Woman,1,0,3,2,1,0,1,0,0,1,2,2,0,0,2,6,3,4,1,2,2,1,2,2,1,0,0,0,0,296.134,1.357142857,884,18,Woman,1.85,2,2,4,4.5,1,4,0,0,1,0,5,0,5,4
19,Woman,1,7,4,1,0,1,0,0,0,1,3,1,1,0,0,4,0,8,1,9,6,0,8,1,2,4,4,7,0,286.752,2.607142857,35,19,Woman,1.85,4,4,1,0.5,4,5,0,0,0,0,0,0,0,1
18,Woman,1,8,0,0,0,3,3,0,0,2,1,3,6,2,3,2,4,5,2,7,4,9,7,6,4,1,3,4,2,273.912,3.25,723,18,Woman,1.9,4,4,0,3,3,1,0,0,4,0,0,0,3,3
22,Woman,1,3,6,0,0,0,2,2,0,1,2,0,1,1,1,3,4,2,1,3,2,10,3,1,3,2,1,1,2,285.414,2.035714286,653,21,Woman,1.85,5,4,0,2.5,0,0,5,0,2,0,5,0,2,3
19,Woman,1,5,4,1,1,2,2,0,0,0,1,0,0,0,1,2,3,4,4,1,7,5,6,6,2,2,4,6,1,305.018,2.5,164,19,Woman,1.85,3,2,0,3.5,3,2,0,2,3,0,0,5,3,4
19,Woman,1,2,4,1,0,1,2,0,0,0,0,1,1,0,0,1,2,3,0,0,3,3,4,2,1,0,0,0,1,286.549,1.142857143,901,18,Woman,1.85,5,3,4,0.5,5,0,0,0,1,0,5,0,1,0
18,Woman,1,0,7,0,0,1,0,0,0,2,1,0,1,0,0,1,1,3,4,2,5,10,2,1,3,0,0,0,1,354.571,1.607142857,197,18,Woman,1.85,4,2,3,2.5,1,3,0,0,2,1,1,1,2,3
19,Other,1,7,4,0,0,0,0,2,0,1,0,3,0,3,0,2,3,0,0,1,1,9,1,0,0,0,0,0,0,272.828,1.321428571,63,19,Non-binary,1.85,5,3,0,2.5,4,2,0,0,2,0,5,0,3,2
22,Woman,1,1,6,0,0,0,2,1,0,0,0,1,3,0,1,4,1,1,0,1,1,1,9,9,4,4,0,0,0,323.895,1.785714286,788,21,Woman,1.9,4,2,1,0,4,4,0,0,4,0,5,0,0,0
18,Woman,1,6,8,8,8,4,8,6,8,3,8,5,10,5,9,5,9,5,8,4,9,3,6,9,3,8,4,6,3,390.509,6.357142857,381,18,Woman,1.85,3,4,1,1.5,5,2,0,0,2,0,5,0,2,1
18,Woman,1,0,3,1,0,1,1,0,0,2,1,3,1,4,0,2,1,1,1,2,1,10,6,5,1,1,0,0,0,373.661,1.714285714,347,18,Woman,1.944948974,4,4,2,0,5,0,0,0,2,2.449489743,3,2,0,0
19,Woman,1,2,8,0,0,1,0,0,2,0,8,0,0,0,4,2,0,4,3,5,8,6,5,9,7,0,0,0,0,456.687,2.642857143,192,19,Woman,1.9,5,4,0,1,3,2,0,0,4,0,5,0,1,1
18,Woman,1,1,4,1,0,5,1,2,1,0,4,4,6,4,5,4,3,7,8,2,6,1,2,1,2,3,4,6,3,250.318,3.214285714,111,18,Woman,1.85,5,5,0,1.5,5,2,0,0,0,0,0,5,2,1
19,Woman,1,1,4,0,0,0,0,4,0,0,2,0,4,0,1,4,0,1,1,0,1,0,4,4,5,1,0,5,0,458.161,1.5,337,19,Woman,1.85,5,3,1,1.5,4,2,0,0,2,0,0,5,1,2
18,Woman,1,1,3,1,3,4,0,0,1,4,5,1,1,1,2,7,3,3,4,2,7,8,3,4,5,4,5,0,1,513.341,2.964285714,23,18,Woman,1.873606798,3,3,1,1.5,3,2,0,0,3,2.236067977,1,5,1,2
18,Man,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,2,3,0,0,4,4,2,1,2,1,1,1,457.34,1.071428571,740,18,Man,1.9,5,5,0,2,3,1,1,0,2,0,0,1,1,3
19,Woman,1,7,5,7,5,9,1,8,5,8,6,4,8,5,5,8,4,7,6,6,3,10,6,7,4,8,6,4,8,35.877,6.071428571,713,18,Woman,1.991,2,4,1,1.5,3,2,4,0,1,1.41,2,1,0,3
18,Woman,1,10,6,5,6,4,8,6,8,7,4,6,8,4,5,6,8,6,7,7,3,4,5,0,10,6,6,9,5,43.317,6.035714286,178,18,Woman,2,4,5,0,1,5,2,0,0,3,0,5,0,2,0
20,Woman,1,7,5,4,2,4,2,4,5,5,4,3,4,5,2,1,0,4,2,2,3,4,4,3,3,3,3,4,3,38.2,3.392857143,849,19,Woman,1.95,4,4,2,2.5,2,3,1,0,1,0,5,0,2,3
20,Woman,1,4,6,5,7,8,0,2,2,4,5,0,4,2,5,3,2,3,6,7,4,4,3,5,5,3,2,5,2,98.337,3.857142857,478,19,Woman,1.95,2,5,0,2.5,5,3,0,0,2,0,0,2,1,4
20,Woman,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,0,0,0,0,0,0,134.692,0.357142857,544,19,Woman,1.974,4,5,0,0.5,4,3,0,0,1,2.24,5,1,1,0
20,Woman,1,4,4,0,0,0,0,0,0,0,3,0,0,0,1,1,0,5,0,0,4,0,0,3,5,0,3,1,0,182.403,1.214285714,691,20,Woman,1.95,4,4,0,2.5,4,2,0,0,3,0,0,5,3,2
18,Woman,1,4,8,2,0,0,2,0,7,0,0,0,0,4,5,0,7,7,8,2,8,10,0,4,2,5,0,0,2,185.487,3.107142857,399,18,Woman,1.966227766,4,3,1,0.5,4,3,0,0,1,3.16227766,5,2,0,1
19,Woman,1,6,8,4,1,1,0,0,1,5,5,0,1,0,2,5,1,4,7,1,9,10,9,4,3,2,1,1,0,192.573,3.25,511,18,Woman,1.95,4,5,3,2.5,4,1,0,0,0,0,5,0,2,3
19,Woman,1,4,7,2,1,3,0,3,0,7,5,2,2,0,8,8,4,6,3,1,5,5,8,4,4,1,3,1,1,198.702,3.5,457,18,Woman,2.046,5,3,1,0,4,3,0,0,1,3.46,4,3,0,0
21,Woman,1,2,6,3,3,5,0,4,0,3,4,4,4,2,3,7,5,7,6,5,4,6,2,3,1,3,0,2,3,197.63,3.464285714,499,20,Woman,1.95,5,3,0,4.5,5,2,0,0,0,0,5,0,4,5
19,Other,1,4,7,7,1,3,2,3,0,6,4,7,4,4,3,7,3,9,2,6,6,9,7,2,6,4,7,6,6,206.6,4.821428571,823,18,Non-binary,2,4,3,2,3,4,2,1,0,1,0,0,4,2,4
20,Woman,1,3,8,4,1,2,2,0,2,2,2,1,3,2,1,3,1,3,1,2,1,6,6,7,4,3,2,8,1,185.512,2.892857143,445,19,Woman,2.045,3,4,0,1,4,3,0,0,3,2.45,2,3,1,1
19,Woman,1,4,7,3,0,0,0,0,0,1,0,1,1,0,0,3,2,2,0,3,6,0,3,5,7,1,0,0,0,185.942,1.75,873,18,Woman,2.045,4,1,3,2,2,2,1,0,3,2.45,3,2,1,3
19,Prefer not to say,1,5,6,3,2,1,0,0,1,2,2,2,3,3,6,3,5,8,9,5,5,9,5,4,4,3,3,5,6,206.035,3.928571429,621,18,Non-binary,2,4,4,2,4,4,1,0,0,1,0,5,0,5,3
