Age ,Q6,Q4,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q25_8,Q25_9,Q25_10,Q25_11,Q25_12,Q25_13,Q25_14,Q25_15,Q25_16,Q25_17,Q25_18,Q25_19,Q25_20,Q25_21,Q25_22,Q25_23,Q25_24,Q25_25,Q25_26,Q25_27,Q25_28,DES time_Page Submit,DES_score,CODE,age,gender,PCSscore,1handlowersubj,2handtogethersubj,3mosquitosubj,4TasteAverage,5rigidsubj,6immobilizationsubj,7musicsubj,8ballssubj,9amnesiasubj,10spaceGeoMean,10spacebarsubj1,10spacebarsubj2,4Tastesweetsubj,4Tastesoursubj
19,Woman,1,6,8,1,0,0,2,0,1,3,7,2,3,0,1,9,7,6,8,8,5,3,2,6,7,3,0,2,1,461.683,3.607142857,265,19,Woman,2.266227766,4,5,1,1.5,3,3,0,0,2,3.16227766,5,2,2,1
19,Woman,1,5,9,2,1,4,4,3,6,2,6,10,10,8,3,7,4,3,4,5,8,6,6,2,7,2,6,3,4,449.727,5,286,19,Woman,2.294948974,5,5,1,0.5,4,2,1,0,2,2.449489743,2,3,1,0
19,Woman,1,2,2,1,0,0,0,1,0,0,0,0,3,4,0,1,1,0,1,0,3,0,1,0,0,0,0,0,2,517.103,0.785714286,118,19,Woman,2.3,3,5,2,5,3,2,1,2,0,0,0,5,5,5
20,Woman,1,2,8,1,0,2,0,0,6,2,3,2,0,0,9,3,1,9,8,2,7,7,3,4,8,4,3,7,1,604.155,3.642857143,766,19,Woman,2.3,5,5,0,1,5,3,0,0,4,0,0,5,2,0
21,Woman,1,6,7,0,0,2,0,1,0,4,0,1,3,1,1,4,0,2,2,3,0,0,1,0,3,0,2,0,2,1031.383,1.607142857,742,20,Woman,2.274,4,4,1,2.5,2,4,0,0,3,2.24,5,1,2,3
19,Woman,1,5,7,3,3,5,7,5,6,3,5,3,7,4,2,5,3,6,3,6,4,6,4,5,4,3,5,3,5,63.767,4.535714286,357,19,Woman,2.35,4,4,3,3.5,4,3,0,0,2,0,4,0,5,2
19,Woman,1,7,5,8,3,4,7,5,3,5,6,6,3,3,7,4,7,6,6,6,7,6,3,7,7,6,4,7,0,122.02,5.285714286,148,18,Woman,2.423606798,3,4,5,2,2,3,0,0,3,2.236067977,1,5,1,3
18,Prefer not to say,1,1,3,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,2,4,2,1,0,0,0,1,1,0,155.935,0.821428571,358,19,Other/prefer not to say,2.4,4,4,4,0,5,2,0,0,0,5,5,5,0,0
20,Woman,1,4,8,2,0,1,2,0,0,0,1,2,0,0,3,2,3,3,0,1,4,7,4,5,1,0,0,2,1,144.365,2,741,20,Woman,2.35,4,5,2,2.5,3,4,0,0,1,2,4,1,1,4
18,Man,1,1,4,0,0,3,4,2,0,1,1,1,0,2,5,3,4,6,2,3,6,4,2,3,1,0,0,0,0,160.159,2.071428571,680,18,Man,2.4,5,4,3,1,3,2,0,3,2,1,1,1,0,2
18,Woman,1,3,7,0,0,0,0,3,0,2,1,2,7,6,2,8,2,6,10,1,9,9,1,1,5,0,0,8,2,184.549,3.392857143,113,18,Woman,2.441421356,5,3,3,3,4,2,1,0,2,1.414213562,2,1,4,2
18,Woman,1,1,8,3,1,0,1,0,1,0,1,5,3,2,2,3,1,1,1,1,3,1,2,1,2,2,0,1,1,194.582,1.714285714,89,18,Woman,2.35,4,5,1,1.5,3,4,0,1,4,0,3,0,1,2
19,Woman,1,3,4,0,2,1,0,1,1,3,0,4,5,6,2,3,4,3,2,3,0,4,7,1,0,1,0,0,0,201.24,2.142857143,586,18,Woman,2.374,3,4,2,3.5,5,3,0,0,1,2.24,5,1,4,3
20,Woman,1,5,1,1,0,0,3,0,0,1,0,0,1,0,2,3,1,4,0,3,5,0,2,3,1,1,0,1,0,208.165,1.357142857,592,19,Woman,2.387,4,3,2,0,4,4,0,0,3,3.87,5,3,0,0
19,Woman,1,1,4,0,0,0,0,2,0,0,3,0,3,4,1,0,1,0,0,1,4,1,0,2,0,0,0,0,3,216.578,1.071428571,895,18,Woman,2.35,4,3,2,2.5,5,4,0,0,3,0,0,0,2,3
18,Woman,1,2,5,1,2,1,0,1,0,2,0,2,1,3,0,2,2,3,1,1,1,0,1,1,2,2,0,4,1,230.081,1.464285714,376,18,Woman,2.423205081,5,3,4,2.5,4,3,0,0,1,1.732050808,3,1,1,4
21,Woman,1,4,8,0,0,3,2,0,1,0,3,5,5,1,1,1,1,3,0,4,3,5,4,4,1,0,0,3,0,230.597,2.214285714,639,20,Woman,2.35,4,5,4,0.5,5,3,0,0,2,0,0,5,0,1
19,Woman,1,5,4,1,0,1,0,6,0,1,0,4,6,5,1,3,0,2,3,4,2,5,5,3,1,0,0,2,1,237.265,2.321428571,410,19,Woman,2.35,3,4,2,1.5,4,5,1,0,3,0,0,0,1,2
20,Man,1,5,8,0,0,0,0,2,3,0,3,8,4,10,6,2,4,9,6,5,8,9,10,4,7,1,2,4,0,267.457,4.285714286,559,19,Man,2.35,4,4,0,4.5,5,4,0,0,2,0,0,5,5,4
19,Woman,1,8,3,3,0,0,0,1,0,1,0,1,1,1,1,1,1,2,3,2,7,1,2,1,1,0,0,5,0,258.7,1.642857143,190,19,Woman,2.35,5,4,3,1.5,3,3,1,0,3,0,4,0,2,1
19,Woman,1,7,3,2,1,3,1,0,0,1,2,0,1,0,0,3,3,4,2,3,3,0,1,5,3,2,1,0,0,288.625,1.821428571,722,18,Woman,2.397,4,3,1,1.5,4,4,0,0,2,4.47,4,5,1,2
19,Woman,1,0,3,0,0,1,0,1,1,1,2,1,3,3,1,2,2,4,3,1,4,7,2,0,5,4,1,0,0,310.779,1.857142857,813,18,Woman,2.4,3,4,4,2,4,3,0,0,1,3,3,3,2,2
19,Woman,1,2,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,290.977,0.428571429,411,19,Woman,2.423205081,5,4,1,1.5,3,4,0,0,4,1.732050808,3,1,1,2
18,Woman,1,8,9,5,2,3,4,7,4,8,5,8,10,7,2,8,5,7,8,9,8,9,7,7,9,8,4,3,6,320.347,6.428571429,400,18,Woman,2.4,4,5,1,0,5,4,2,0,3,0,5,0,0,0
24,Woman,1,1,2,0,0,1,1,0,1,0,1,0,0,0,2,1,0,0,0,0,0,2,0,0,3,2,0,0,0,491.137,0.607142857,598,23,Woman,2.445,3,4,2,4,3,4,0,0,2,2.45,2,3,3,5
19,Woman,1,1,4,1,1,0,2,4,1,3,4,5,5,3,1,8,6,1,2,0,9,5,9,5,5,1,1,2,0,455.374,3.178571429,783,18,Woman,2.35,4,3,2,3.5,5,1,1,0,4,0,3,0,4,3
20,Woman,1,7,8,2,0,1,1,0,4,6,3,6,10,0,3,9,10,5,3,10,8,8,8,10,10,4,2,0,10,552.015,5.285714286,801,19,Woman,2.423,5,5,2,0.5,5,3,0,0,2,1.73,1,3,1,0
18,Woman,1,0,4,1,0,1,2,3,3,2,6,1,2,1,2,8,2,4,3,1,2,2,4,2,3,2,1,9,2,1638.09,2.607142857,86,18,Woman,2.4,3,4,2,2,4,4,0,0,3,2,2,2,2,2
21,Woman,1,2,4,0,0,1,1,2,0,1,3,0,3,0,4,4,3,5,2,5,4,7,6,6,1,0,2,0,0,162.171,2.357142857,497,20,Woman,2.5,3,5,2,2,4,4,0,0,3,2,1,4,3,1
19,Woman,1,5,7,4,0,1,0,3,0,3,3,1,3,2,2,3,2,6,6,2,6,6,4,3,7,6,6,1,0,181.54,3.285714286,767,18,Woman,2.491,4,3,2,2.5,5,4,0,2,1,1.41,2,1,2,3
18,Woman,1,1,7,1,0,3,0,0,0,0,0,1,4,1,6,8,0,2,8,0,5,9,1,1,8,1,0,0,0,224.674,2.392857143,678,18,Woman,2.45,5,0,4,0.5,5,5,0,0,5,0,0,1,1,0
18,Woman,1,4,8,1,0,1,1,0,1,0,6,7,1,2,6,8,1,8,7,5,3,6,3,5,5,3,1,7,0,240.515,3.571428571,2,18,Woman,2.45,5,4,2,1.5,4,5,0,0,3,0,0,3,2,1
22,Man,1,3,1,0,1,0,1,5,0,7,1,0,1,2,1,1,1,3,1,7,7,7,1,1,0,0,2,1,2,257.335,2.035714286,890,21,Man,2.516,4,5,1,1,5,4,0,0,2,3.16,2,5,1,1
19,Woman,1,8,6,1,1,0,0,2,1,1,1,3,2,2,0,7,1,0,1,5,3,4,7,0,2,0,1,1,0,244.192,2.142857143,896,18,Woman,2.45,5,4,4,0.5,3,5,0,0,3,0,2,0,1,0
19,Woman,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,0,0,0,0,0,0,0,264.653,0.321428571,746,18,Woman,2.5,5,4,2,2,3,4,3,0,2,0,0,5,1,3
18,Woman,1,1,3,0,0,1,0,0,0,0,2,0,0,0,3,2,3,3,2,0,1,4,1,1,1,0,1,0,0,273.701,1.035714286,204,18,Woman,2.45,4,5,2,1.5,4,4,2,0,2,0,0,1,1,2
20,Woman,1,6,8,1,0,1,1,4,3,6,1,5,3,3,4,3,3,1,1,1,1,8,6,5,1,0,0,1,0,253.494,2.75,518,19,Woman,2.474,2,5,4,2.5,4,1,0,0,4,2.24,5,1,1,4
18,Woman,1,4,6,1,0,1,0,2,0,2,2,2,2,2,1,3,2,4,8,1,8,8,9,4,3,3,4,1,1,347.486,3,91,18,Woman,2.5,5,4,1,2,5,4,0,0,2,2,1,4,2,2
18,Woman,1,2,2,1,0,3,1,0,0,1,4,1,1,0,3,4,5,0,1,0,1,1,1,0,1,3,1,0,0,380.77,1.321428571,311,18,Woman,2.45,4,2,4,3.5,4,5,0,0,2,0,0,0,4,3
20,Woman,1,5,7,0,0,1,0,1,0,0,2,3,1,0,1,1,1,7,4,2,1,5,1,1,3,0,0,0,0,376.576,1.678571429,870,20,Woman,2.5,4,5,3,3,5,5,0,0,0,0,4,0,4,2
19,Woman,1,2,6,1,0,1,1,2,0,0,1,1,2,1,1,3,4,2,1,2,3,4,4,4,0,0,0,0,0,309.214,1.642857143,744,18,Woman,2.45,5,4,0,3.5,5,5,0,0,2,0,0,5,4,3
18,Woman,1,8,9,3,2,6,4,1,0,1,5,0,4,6,6,5,6,6,4,2,7,3,6,5,4,5,4,4,5,937.258,4.321428571,307,18,Woman,2.45,4,5,3,1.5,4,3,0,0,4,0,5,0,2,1
19,Man,1,7,6,5,4,5,4,7,5,6,4,8,6,7,6,6,7,7,7,5,7,4,6,4,5,6,6,6,5,134.2,5.75,505,18,Non-binary,2.55,4,5,1,2.5,5,4,0,0,4,0,0,5,2,3
19,Woman,1,3,7,4,1,1,2,3,5,4,2,0,1,0,4,5,0,6,7,5,8,3,1,3,2,0,1,1,0,143.8,2.821428571,631,18,Woman,2.55,4,3,2,3.5,4,5,0,0,4,0,0,5,4,3
19,Woman,1,7,6,2,0,3,1,0,0,2,5,0,2,4,1,7,0,8,2,1,6,6,3,3,4,2,0,0,0,182.643,2.678571429,486,18,Woman,2.597,5,3,3,1.5,3,4,0,0,2,4.47,5,4,1,2
18,Woman,1,9,9,9,4,6,7,7,4,3,9,9,7,6,5,5,3,4,7,7,10,8,6,7,3,3,2,7,6,188.134,6.142857143,126,18,Woman,2.6,4,2,3,3,3,4,0,1,2,4,4,4,3,3
19,Woman,1,4,3,1,0,0,1,0,0,0,2,1,1,0,8,4,6,2,4,7,1,10,3,3,1,0,4,1,1,227.8,2.428571429,866,18,Woman,2.55,5,4,3,1.5,3,4,0,0,5,0,0,1,1,2
18,Woman,1,1,3,2,1,0,0,0,0,0,0,3,1,2,1,2,2,3,2,1,3,1,1,1,2,1,0,0,0,242.379,1.178571429,552,18,Woman,2.55,4,5,3,0.5,4,4,0,0,3,2,1,4,1,0
20,Woman,1,0,8,0,0,0,0,0,0,0,1,3,7,7,7,2,1,7,7,5,5,1,8,1,0,0,0,2,0,221.888,2.571428571,496,20,Woman,2.6,5,5,1,1,5,5,4,0,0,0,5,0,0,2
19,Woman,1,6,7,0,0,1,0,0,0,7,7,5,0,0,1,2,3,5,0,5,5,0,6,5,4,6,4,0,2,252.4,2.892857143,90,18,Woman,2.6,2,1,3,3,5,4,5,0,3,0,5,0,4,2
20,Woman,1,4,7,2,0,1,0,0,3,5,5,2,3,1,1,7,5,6,0,3,6,10,6,5,8,6,2,1,0,260.353,3.535714286,364,20,Woman,2.6,5,5,0,3,5,4,0,0,1,3,3,3,2,4
21,Woman,1,5,7,1,1,1,3,2,0,0,2,0,5,6,5,8,2,6,4,1,1,2,2,2,8,4,1,0,0,268.572,2.821428571,547,20,Woman,2.6,5,3,3,5,2,4,1,0,3,0,5,0,5,5
19,Woman,1,6,4,2,1,1,0,6,0,0,1,5,4,2,6,4,1,5,3,3,4,5,6,6,6,1,1,6,2,279.735,3.25,18,19,Woman,2.55,4,3,2,1.5,4,4,0,0,2,5,5,5,1,2
18,Woman,1,1,3,0,0,0,1,4,0,1,0,0,0,0,5,1,1,4,4,6,2,1,1,4,0,1,0,0,0,338.89,1.428571429,270,18,Woman,2.641421356,4,5,2,2,4,3,2,0,3,1.414213562,2,1,2,2
20,Woman,1,2,6,4,1,0,1,8,4,1,3,10,9,8,10,7,5,4,9,9,4,4,10,2,7,7,0,4,1,403.157,5,609,19,Woman,2.645,4,4,3,3,4,3,0,0,3,2.45,2,3,2,4
44,Woman,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,2,2,1,0,1,0,0,0,0,0,418.048,0.5,565,43,Woman,2.55,5,4,3,1.5,5,5,1,0,1,0,3,0,2,1
18,Woman,1,0,3,0,0,1,2,1,0,1,1,0,1,1,3,3,2,1,1,4,1,8,5,4,4,1,1,2,0,499.414,1.821428571,28,18,Woman,2.566227766,5,4,2,2.5,4,3,0,0,2,3.16227766,5,2,2,3
19,Woman,1,1,8,2,0,0,1,0,0,0,2,1,4,0,1,7,3,8,2,0,4,5,3,3,1,1,3,1,1,830.032,2.214285714,189,19,Woman,2.623606798,3,5,2,2,5,4,0,0,3,2.236067977,5,1,2,2
18,Woman,1,6,7,7,7,7,7,4,4,4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,96.204,4.714285714,219,18,Woman,2.7,4,3,2,3,3,4,0,5,3,0,0,4,3,3
21,Man,1,9,10,3,3,9,10,0,4,10,10,5,10,9,10,9,9,10,10,7,10,0,7,5,8,9,6,10,3,130.509,7.321428571,529,20,Man,2.65,4,5,3,0.5,5,4,1,0,4,0,3,0,1,0
19,Woman,1,4,7,4,2,4,4,6,1,5,6,8,8,9,7,7,6,3,6,4,6,6,7,3,5,5,3,7,7,173.426,5.357142857,285,19,Woman,2.65,4,4,3,2.5,3,3,3,2,2,0,0,5,3,2
18,Man,1,3,7,2,0,1,0,2,0,1,4,6,1,0,2,2,1,2,6,9,6,3,1,5,2,3,7,0,1,230.964,2.75,383,18,Man,2.723205081,5,4,1,3.5,5,3,2,0,2,1.732050808,3,1,3,4
19,Woman,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,176.274,0.535714286,143,19,Woman,2.696410162,4,4,2,3.5,2,4,0,0,4,3.464101615,3,4,4,3
22,Man,1,1,8,4,0,4,3,7,0,1,6,2,6,7,2,8,6,9,4,3,10,8,10,7,8,4,1,7,4,233.426,5,528,21,Other/prefer not to say,2.697,5,4,1,2.5,5,3,0,0,2,4.47,5,4,1,4
20,Woman,1,2,4,1,0,4,4,6,0,3,1,0,0,0,0,3,0,3,1,8,3,8,1,5,3,2,2,1,0,253.788,2.321428571,633,19,Woman,2.65,5,5,3,0.5,5,4,1,0,3,0,4,0,1,0
19,Woman,1,8,9,9,5,4,3,7,1,5,8,6,9,10,6,8,10,10,10,6,10,8,8,7,5,5,5,2,3,253.873,6.678571429,157,19,Woman,2.732842713,3,5,3,3.5,4,4,0,0,2,2.828427125,2,4,3,4
19,Man,1,6,9,7,1,8,0,3,0,10,8,10,8,8,9,10,7,7,9,6,10,10,9,3,10,8,7,1,10,215.64,6.928571429,255,19,Man,2.65,5,4,3,1.5,5,5,0,0,3,0,5,0,1,2
19,Woman,1,6,7,2,2,5,3,2,4,5,3,4,3,2,7,4,4,6,5,4,5,8,4,3,4,5,4,4,3,323.649,4.214285714,793,18,Woman,2.65,5,4,2,2.5,4,3,2,0,1,3,3,3,2,3
18,Woman,1,6,8,10,0,1,0,0,4,0,0,6,0,3,10,10,8,10,10,9,4,3,4,10,9,8,0,0,0,323.793,4.75,317,18,Woman,2.7,5,3,1,3,5,3,0,5,2,0,0,5,2,4
19,Woman,1,5,8,1,0,0,2,0,2,2,4,0,8,8,4,2,4,7,4,2,3,3,4,6,2,2,0,0,1,298.603,3,636,18,Woman,2.723,2,4,2,3.5,3,4,2,3,2,1.73,3,1,4,3
18,Woman,1,6,8,0,0,5,6,0,0,0,0,0,3,0,8,9,9,9,9,0,0,2,1,2,9,9,8,1,0,530.234,3.714285714,296,18,Woman,2.694948974,5,5,4,0.5,3,5,2,0,0,2.449489743,3,2,0,1
19,Woman,1,8,6,7,6,7,5,5,6,5,6,6,6,6,6,6,6,4,4,4,4,4,3,4,4,4,4,4,4,64.392,5.142857143,625,18,Woman,2.824,5,5,4,1,4,5,0,0,2,2.24,1,5,1,1
19,Woman,1,8,8,6,0,1,5,4,0,4,0,0,3,0,7,8,1,1,4,0,9,1,1,2,2,0,1,2,1,176.467,2.821428571,39,19,Woman,2.8,4,5,0,4,5,4,1,0,4,1,1,1,5,3
44,Woman,1,3,4,0,0,0,2,0,0,0,0,0,2,0,5,1,2,0,1,8,0,9,1,1,0,0,0,1,0,274.006,1.428571429,156,44,Woman,2.75,5,4,5,1.5,5,5,2,0,0,0,0,5,1,2
19,Woman,1,2,6,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,3,0,0,3,3,2,0,0,0,0,0,238.503,0.857142857,634,18,Woman,2.8,4,5,3,5,5,3,0,0,3,0,0,0,5,5
18,Woman,1,2,7,1,0,0,2,3,0,0,4,0,2,1,7,6,6,5,7,7,7,4,0,2,6,1,1,3,0,222.502,3,248,18,Woman,2.773205081,3,3,4,5,5,2,0,0,4,1.732050808,3,1,5,5
18,Woman,1,1,6,0,0,0,0,0,0,0,1,1,5,0,4,7,1,1,4,1,9,9,3,4,5,1,1,2,0,246.699,2.357142857,222,18,Woman,2.766227766,5,5,2,2.5,2,1,4,0,3,3.16227766,5,2,0,5
19,Woman,1,5,8,8,2,2,0,6,1,1,6,7,7,7,4,7,3,3,5,3,5,4,6,5,3,2,1,1,5,378.901,4.178571429,58,19,Woman,2.794948974,4,5,1,2.5,5,4,1,0,3,2.449489743,3,2,1,4
22,Man,1,1,2,1,0,0,1,0,0,1,2,0,3,0,4,4,2,4,6,0,6,6,3,4,3,1,0,0,0,555.399,1.928571429,797,21,Man,2.75,4,4,3,4.5,5,4,1,0,2,0,2,0,5,4
22,Woman,1,1,6,0,0,0,0,0,0,1,0,0,2,0,2,3,1,0,2,4,2,0,3,4,2,0,3,0,2,195.105,1.357142857,151,22,Woman,2.9,3,5,3,4,5,5,0,0,4,0,5,0,5,3
20,Man,1,2,7,1,0,0,0,0,1,1,7,2,1,1,0,1,0,7,3,2,3,7,3,7,1,1,1,0,0,235.126,2.107142857,760,19,Man,2.85,4,3,5,3.5,4,3,2,0,4,0,1,0,3,4
18,Woman,1,4,7,1,0,3,2,1,0,2,0,0,6,0,8,6,1,4,4,7,6,1,7,2,8,7,2,0,0,302.495,3.178571429,412,18,Woman,2.85,4,3,5,2.5,4,5,0,0,5,0,0,0,3,2
18,Woman,1,7,9,2,0,6,0,0,0,0,3,2,0,0,5,5,2,8,4,5,7,4,8,6,3,0,3,3,0,291.534,3.285714286,61,18,Woman,2.873606798,4,5,1,3.5,5,4,1,0,3,2.236067977,5,1,4,3
20,Woman,1,2,3,0,0,1,0,0,0,0,1,0,0,0,2,1,0,3,3,1,1,1,0,1,2,0,0,0,0,296.904,0.785714286,872,19,Woman,2.873,5,5,3,3,3,4,0,0,4,1.73,3,1,4,2
21,Woman,1,1,9,1,0,1,1,8,0,0,5,1,2,8,10,8,4,8,8,5,8,10,6,6,6,4,2,3,3,696.432,4.571428571,474,20,Woman,2.874,5,5,2,4.5,4,4,0,0,2,2.24,5,1,4,5
18,Woman,1,9,9,7,7,9,6,3,2,9,9,3,3,3,6,8,9,4,6,4,8,9,8,6,6,5,2,1,1,158.561,5.785714286,458,18,Woman,3.024,5,2,5,4,4,4,0,0,4,2.24,5,1,3,5
20,Woman,1,8,5,1,0,0,0,3,1,7,1,3,4,3,1,5,2,6,10,4,6,10,10,7,1,2,0,0,2,206,3.642857143,590,20,Woman,3,5,4,1,1,5,5,5,0,3,1,1,1,1,1
19,Woman,1,4,4,1,0,0,0,5,3,1,0,6,1,1,6,6,4,2,3,2,6,1,3,2,4,3,0,1,2,214.081,2.535714286,527,18,Woman,2.95,5,5,4,4.5,4,5,2,0,0,0,5,0,5,4
20,Woman,1,4,6,3,1,2,1,1,2,4,0,0,1,0,2,6,1,5,6,1,8,7,0,1,7,3,0,0,0,275.959,2.571428571,641,19,Woman,2.95,5,5,3,4.5,5,4,3,0,0,0,0,0,5,4
19,Woman,1,5,3,2,0,3,1,0,0,1,2,2,1,2,4,3,5,8,7,8,6,10,3,5,5,2,0,0,1,299.47,3.178571429,799,18,Woman,3.016,5,4,5,4,3,4,1,0,1,3.16,5,2,3,5
18,Woman,1,4,2,2,0,1,0,2,0,0,2,0,8,1,5,2,0,1,1,6,8,6,1,4,6,3,0,9,0,1124.139,2.642857143,237,18,Woman,2.95,5,4,3,2.5,3,4,1,1,3,3,3,3,2,3
18,Woman,1,4,3,1,0,1,0,1,0,1,5,0,2,0,2,5,2,5,3,1,2,4,3,0,1,0,0,8,0,163.867,1.928571429,711,18,Woman,3.1,4,3,3,4,5,3,3,1,5,0,0,2,3,5
18,Woman,1,6,4,2,1,3,3,0,0,0,5,1,1,0,3,5,3,6,2,1,3,6,1,4,2,1,1,0,1,156.641,2.321428571,62,18,Woman,3.1,5,4,2,3,4,5,0,5,3,0,0,4,2,4
21,Woman,1,6,7,3,0,1,1,1,1,4,1,1,2,2,2,2,4,2,2,1,1,1,4,2,1,1,1,1,3,383.091,2.071428571,606,20,Woman,3.05,4,4,5,4.5,4,4,1,0,4,0,4,0,5,4
19,Other,1,8,6,2,1,1,0,4,2,2,7,10,8,6,7,10,7,10,10,4,10,3,0,8,9,5,10,0,10,707.628,5.714285714,863,18,Non-binary,3.183,4,3,5,4,4,5,0,0,4,2.83,2,4,3,5
18,Woman,1,6,4,1,1,3,4,2,0,5,3,4,2,4,6,8,4,2,7,5,8,9,5,4,5,6,1,1,1,146.436,3.964285714,385,18,Woman,3.273606798,5,4,2,3.5,4,5,2,1,4,2.236067977,5,1,4,3
19,Woman,1,2,7,1,1,0,0,7,0,6,1,0,0,0,3,1,0,1,0,1,0,1,1,1,0,0,0,1,1,154.026,1.285714286,124,19,Woman,3.716227766,5,4,4,4,5,5,3,0,4,3.16227766,5,2,4,4
