Booklet,UNIVERSITY,Participantnumber,Age,Sex,Objectivescore,Objectivereturnscore,Subjectivescore,Subjectivereturnscore,Inductionrating,Q1HANDLOWEROBB,Q1HANDLOWERSUBJ,Q2MAGNETICOBJ,Q2MAGNETICSUBJ,Q3MOSQUITOOBJ,Q3MOSQUITOSUBJ,Q4TASTEOBJ,TASTEMEAN,Q4TASTE1SUBJ,Q4TASTE2SUBJ,Q5RIGIDITYOBJ,Q5RIGIDITYSUBJ,Q6IMMOBILEOBJ,Q6IMMOBILESUBJ,Q7MUSICOBJ,Q7MUSICSUBJ,Q8BALLSOBJ,Q8BALLSSUBJ,Q9AMNESIAOBJ,Q9AMNESIASUBJ,Q10PHSOBJ,Q10PHSSUBJ1,Q10PHSSUBJ2,PHSSUBJECTIVEGEOMETRICMEAN
2,1,242,21,male,6, ,2.3,,2,1,3,1,4,0,5,0,1,1,1,1,5,1,5,1,0,0,0,0,0,1,5,0,0
1,1,72,21,Male,3, ,2.4,,4,1,5,1,4,0,2,0,1.5,3,0,0,4,0,1,0,0,0,0,0,2,1,4,5,4.472135955
2,1,254,21,Female,6, ,2.7,,3,1,5,1,5,0,0,1,2.5,4,1,1,5,1,4,0,0,0,0,0,3,1,3,2,2.449489743
1,1,218,21,Female,9, ,4.2,,4,1,5,1,3,1,4,1,5,5,5,1,5,1,3,1,4,0,4,1,5,1,5,3,3.872983346
1,1,50,22,Male,2,0,0.7,0.6,1,0,1,1,2,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0
2,2,396,22,Male,3, ,0.9,,1,0,2,0,2,0,0,0,0.5,1,0,1,2,0,1,0,0,0,1,1,0,1,0,1,0
2,1,322,22,Female,2, ,0.9,,3,0,3,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,5,0,0
2,1,348,22,male,2, ,1.1,,1,1,3,0,1,0,0,0,0.5,1,0,0,2,1,3,0,0,0,0,0,1,0,0,0,0
1,1,179,22,Female,4, ,1.4,,3,1,4,1,3,0,1,0,0.5,0,1,1,3,0,2,0,0,0,0,1,0,0,2,0,0
1,1,207,22,Female,5, ,1.4,,2,1,4,1,3,1,2,0,0,0,0,1,4,0,1,0,0,0,0,0,0,1,4,0,0
2,1,343,22,Female,4, ,1.6,,3,1,3,1,4,0,0,0,1,2,0,1,4,0,3,0,0,0,0,0,0,1,5,0,0
1,1,175,22,Female,6, ,1.8,,4,1,5,1,1,0,1,1,2,2,2,1,4,1,5,0,0,0,0,0,0,1,3,0,0
1,1,174,22,Female,6, ,2.1,,2,1,5,1,4,1,1,0,2.5,4,1,1,5,1,3,0,0,0,0,0,0,1,5,0,0
2,1,272,22,Female,6, ,2.2,,2,1,3,1,4,1,3,0,1.5,1,2,0,3,0,2,0,0,1,1,1,4,1,5,0,0
2,1,344,22,Female,6, ,2.2,,2,1,4,1,5,1,2,1,2,3,1,1,4,0,2,0,0,0,0,0,1,1,2,0,0
2,1,335,22,Female,5, ,2.5,,3,1,4,1,3,1,4,1,2,2,2,0,3,0,3,0,0,0,0,0,2,1,3,2,2.449489743
2,1,337,23,Female,5, ,0.4,,1,1,3,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,2,0,0
1,1,97,23,Female,2, ,0.6,,2,1,1,0,0,0,0,1,1.5,1,2,0,1,0,1,0,1,0,0,0,0,0,2,0,0
2,2,404,23,Male,3, ,0.7,,1,0,2,0,1,1,0,0,0,0,0,1,1,1,2,0,0,0,0,0,1,0,0,2,0
2,1,226,23,male,3, ,0.9,,2,1,1,1,0,0,0,0,1.5,1,2,0,0,0,3,0,0,1,0,0,1,0,1,4,2
2,1,345,23,male,4, ,1.3,,2,1,3,1,2,0,0,0,0,0,0,1,4,0,3,0,0,0,0,0,1,1,4,0,0
1,1,178,23,Female,3, ,1.5,,3,1,5,1,2,0,0,0,2,4,0,1,3,0,2,0,1,0,0,0,0,0,1,0,0
1,1,147,23,Male,3, ,1.7,,3,1,3,1,5,0,0,1,2,3,1,0,2,0,2,0,0,0,0,0,1,0,3,2,2.449489743
1,1,78,23,Female,3, ,1.9,,2,0,3,0,4,1,2,0,1.5,3,0,1,1,0,3,0,1,0,0,1,1,0,2,2,2
1,1,29,23,Female,3,4,1.9,1.9,1,1,5,1,4,0,0,0,0,0,0,1,5,0,3,0,0,0,0,0,2,0,0,0,0
2,2,438,23,Female,4, ,2.0,,4,1,5,1,4,0,0,1,4,4,4,0,1,0,0,0,0,0,2,1,3,0,1,1,1
2,1,318,23,Female,4, ,2.1,,1,1,4,1,5,0,0,0,3,5,1,1,3,1,3,0,0,0,0,0,3,0,0,2,0
2,1,339,23,Female,7, ,2.9,,3,1,4,1,5,1,2,1,2.5,4,1,1,5,1,5,0,0,0,1,1,2,0,0,4,0
2,1,280,23,Female,5, ,3.0,,3,0,3,1,3,1,4,1,3.5,4,3,1,5,0,4,0,1,0,0,0,3,1,5,2,3.16227766
2,1,334,24,Female,2, ,1.7,,3,1,4,0,2,0,0,0,0,0,0,0,3,1,3,0,1,0,0,0,2,0,3,1,1.732050808
2,1,341,24,male,5, ,1.9,,4,1,3,1,2,0,0,1,2.5,3,2,1,3,0,1,0,0,1,4,0,1,0,0,4,0
1,1,12,24,Female,5, ,2.0,,3,1,4,1,5,0,0,0,2,4,0,1,3,1,3,0,0,0,0,0,3,1,5,0,0
1,1,186,24,Female,9,9,4.1,3.8,5,1,3,1,4,1,5,1,5,5,5,1,3,1,4,0,4,1,5,1,5,1,3,4,3.464101615
2,2,426,25,Female,2, ,0.5,,1,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,180,25,Female,2, ,1.2,,3,1,4,1,4,0,0,0,0.5,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0
2,1,349,25,Female,4, ,1.2,,1,1,2,1,3,0,4,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0
2,2,425,25,Female,4, ,1.8,,1,0,3,0,0,0,0,0,0,0,0,1,4,1,5,0,0,0,0,1,2,1,5,3,3.872983346
2,2,427,25,Male,2, ,1.9,,2,0,3,0,3,0,1,0,1.5,2,1,1,2,0,3,1,1,0,2,0,2,0,0,1,0
2,1,278,25,Female,2, ,1.9,,4,0,3,0,4,0,1,0,1.5,1,2,1,3,1,3,0,0,0,0,0,3,0,0,1,0
2,2,439,26,Male,1, ,0.7,,2,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
2,1,342,26,Female,2, ,1.3,,2,1,3,1,4,0,0,0,0.5,0,1,0,1,0,1,0,0,0,0,0,1,0,3,1,1.732050808
2,1,336,26,male,4, ,1.4,,2,1,3,1,3,1,0,0,1.5,1,2,1,2,0,2,0,0,0,0,0,1,0,2,0,0
2,2,424,26,Female,5, ,2.4,,3,1,3,1,5,0,1,0,1,1,1,1,4,0,2,0,1,0,0,1,3,1,5,3,3.872983346
1,1,173,26,Female,4, ,3.0,,3,1,4,1,4,0,2,0,3,3,3,1,4,1,4,0,1,0,5,0,1,0,1,4,2
2,1,340,27,male,8, ,3.7,,2,1,5,1,5,1,3,1,3.5,3,4,1,5,1,5,1,3,0,0,0,4,1,5,0,0
2,1,346,28,male,1, ,0.3,,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,428,28,Male,3, ,1.4,,2,0,1,0,1,1,3,1,2.5,3,2,0,2,1,1,0,0,0,0,0,3,0,0,2,0
2,2,437,28,Male,3, ,1.5,,4,1,4,1,4,0,0,1,3.5,3,4,0,2,0,1,0,0,0,0,0,0,0,0,1,0
2,1,347,28,Female,2, ,1.5,,0,1,4,1,2,0,0,0,2,1,3,0,1,0,2,0,0,0,0,0,0,0,4,1,2
2,1,224,29,Male,2, ,1.0,,2,0,2,1,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,1,2,1.414213562
1,1,181,29,Female,3, ,1.2,,4,0,1,1,4,0,0,1,3,4,2,0,0,0,0,0,0,0,1,1,3,0,0,3,0
2,1,230,32,male,4, ,0.7,,1,1,3,1,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5,0,0
2,1,338,35,Female,3, ,0.9,,3,1,1,1,2,0,0,1,1,1,1,0,2,0,1,0,0,0,0,0,1,0,1,0,0
2,1,240,36,Female,2, ,1.1,,0,1,4,1,3,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
1,1,161,41,Female,5, ,3.2,,2,1,5,1,3,1,2,1,5,5,5,1,5,0,5,0,0,0,1,0,4,0,3,1,1.732050808
2,1,279,50,Female,3, ,0.9,,1,1,4,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,4,0,0
2,1,277,53,Female,3, ,0.5,,2,0,0,1,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,5,0,0
1,1,205,61,Male,4, ,0.2,,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,1,163, ,Male,4, ,0.5,,1,1,1,1,1,1,1,0,0.5,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0
1,1,219, ,Female,2, ,1.0,,2,1,2,1,1,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,1,0,0
2,1,319, , ,4, ,2.0,,1,1,5,1,4,0,1,0,1,2,0,1,4,1,4,0,0,0,0,0,1,0,5,0,0
1,1,165, ,Male,5, ,2.1,,1,1,4,1,3,0,0,1,3,3,3,1,4,0,3,0,0,0,1,0,3,1,5,0,0
2,1,330, ,male,6, ,2.4,,1,1,5,1,5,1,4,1,3,3,3,1,2,0,4,0,0,0,0,0,1,1,5,0,0
1,1,164, ,Female,4, ,2.6,,4,1,5,1,4,0,2,0,1.5,0,3,0,3,1,4,0,0,0,2,0,2,1,4,2,2.828427125
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
